"Institution","Major","Avg Debt","Avg Payment","Salary 1 Yr","Salary 4 Yr","Projected Salary 10 Yr"
"University of Arkansas","Romance Languages, Literatures, and Linguistics",20518,228,25205,51993,112029
"University of Arkansas","Foods, Nutrition, and Related Services",21425,225,33501,43887,57843
"University of Arkansas","Apparel and Textiles",22856,263,38140,57004,86352
"University of Arkansas","Biology, General",20763,232,26071,46685,85993
"University of Arkansas","Parks, Recreation and Leisure Studies",21432,228,34774,51683,77825
"University of Arkansas","Health and Physical Education/Fitness",20980,244,27606,50455,95048
"University of Arkansas","Psychology, General",21456,235,28849,44385,69351
"University of Arkansas","Anthropology",20275,237,24296,32512,43815
"University of Arkansas","International Relations and National Security Studies",19305,217,20293,43893,99753
"University of Arkansas","Sociology",20640,250,29495,44028,66606
"University of Arkansas","Fine and Studio Arts",22319,228,27326,39654,58212
"University of Arkansas","Communication Disorders Sciences and Services",20450,238,20493,54132,154633
"University of Arkansas","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",19412,207,64012,66626,69356
"University of Arkansas","Business Administration, Management and Operations",19738,223,53082,69084,90431
"University of Arkansas","Finance and Financial Management Services",20548,228,52890,69566,92074
"University of Arkansas","Human Resources Management and Services",26924,265,35916,48029,64681
"University of Arkansas","Management Sciences and Quantitative Methods",20606,239,55890,75471,102681
"University of Arkansas","Marketing",19488,221,44455,66956,102264
"University of Arkansas","History",21371,257,25039,44050,79580
"University of Arkansas at Pine Bluff","Teacher Education and Professional Development, Specific Subject Areas",20401,236,27114,29218,31500
"University of Arkansas at Pine Bluff","Family and Consumer Sciences/Human Sciences, General",24290,267,29185,28894,28894
"University of Arkansas at Pine Bluff","Liberal Arts and Sciences, General Studies and Humanities",25280,265,26137,31351,37709
"University of Arkansas at Pine Bluff","Criminal Justice and Corrections",23812,270,34500,35560,36655
"University of Arkansas at Pine Bluff","Business Administration, Management and Operations",26378,276,28645,45141,72372
"Arkansas State University","Agricultural Business and Management",18649,186,44104,54197,66836
"Arkansas State University","Plant Sciences",16579,156,40005,44756,50124
"Arkansas State University","Communication and Media Studies",24655,225,35170,38396,41945
"Arkansas State University","Computer and Information Sciences, General",22193,209,47630,69348,102163
"Arkansas State University","Teacher Education and Professional Development, Specific Levels and Methods",19211,198,34208,36457,38867
"Arkansas State University","Teacher Education and Professional Development, Specific Subject Areas",24397,272,37726,40170,42786
"Arkansas State University","English Language and Literature, General",22280,223,30584,37302,45645
"Arkansas State University","Liberal Arts and Sciences, General Studies and Humanities",24635,252,28257,36883,48428
"Arkansas State University","Mathematics",22632,223,32830,39009,46466
"Arkansas State University","Psychology, General",20451,236,25352,34223,46546
"Arkansas State University","Social Work",29504,307,32562,43119,57475
"Arkansas State University","Criminology",24710,246,32976,36369,40143
"Arkansas State University","Sociology",25400,265,33903,35781,37772
"Arkansas State University","Allied Health Diagnostic, Intervention, and Treatment Professions",19777,190,53342,51618,51618
"Arkansas State University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",21444,225,62258,64306,66427
"Arkansas State University","Business Administration, Management and Operations",21532,218,32400,46196,66560
"Arkansas State University","Accounting and Related Services",19680,222,42738,51504,62248
"Arkansas State University","Finance and Financial Management Services",19228,220,40285,50002,62305
"Arkansas State University","Marketing",26590,282,43563,35744,35744
"Arkansas Tech University","Agricultural Business and Management",17663,178,44813,43118,43118
"Arkansas Tech University","Teacher Education and Professional Development, Specific Levels and Methods",23108,245,33718,35227,36809
"Arkansas Tech University","Teacher Education and Professional Development, Specific Subject Areas",22105,245,37500,39589,41805
"Arkansas Tech University","Electrical, Electronics and Communications Engineering",21582,175,63652,69283,75457
"Arkansas Tech University","Mechanical Engineering",22702,233,63915,76613,92085
"Arkansas Tech University","Biology, General",17500,178,31492,41491,55012
"Arkansas Tech University","Multi/Interdisciplinary Studies, Other",26325,251,33888,39367,45818
"Arkansas Tech University","Homeland Security",22680,237,38188,43114,48735
"Arkansas Tech University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",19177,187,60024,64390,69102
"Arkansas Tech University","Business Administration, Management and Operations",21585,222,38218,41009,44022
"University of Arkansas at Monticello","Liberal Arts and Sciences, General Studies and Humanities",18694,151,34498,42582,52755
"University of Central Arkansas","Communication and Media Studies",24427,251,27077,43555,71391
"University of Central Arkansas","Public Relations, Advertising, and Applied Communication",21623,217,31504,41827,55905
"University of Central Arkansas","Computer and Information Sciences, General",21945,234,54338,59965,66228
